scrubbed_family,scrubbed_species_binomial,latitude,longitude,date_collected,datasource,custodial_institution_codes,collection_code
Nyctaginaceae,Abronia alpina,NA,NA,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia alpina,NA,NA,1892-08-01,GBIF,US,Botany
Nyctaginaceae,Abronia alpina,36.227815,-118.796611,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia alpina,NA,NA,1896-07-31,GBIF,S,S-Vascular
Nyctaginaceae,Abronia alpina,36.349785,-118.253334,NA,GBIF,UCJEPS,JEPS
Nyctaginaceae,Abronia alpina,36.353962,-118.262581,NA,GBIF,UCJEPS,JEPS
Nyctaginaceae,Abronia alpina,36.208046,-118.167503,NA,GBIF,UCJEPS,UC
Nyctaginaceae,Abronia alpina,36.208046,-118.167503,NA,GBIF,UCJEPS,UC
Nyctaginaceae,Abronia alpina,36.349785,-118.253334,NA,GBIF,UCJEPS,JEPS
Nyctaginaceae,Abronia alpina,36.333397,-118.219917,NA,GBIF,UCJEPS,JEPS
Nyctaginaceae,Abronia alpina,NA,NA,1896-08-01,GBIF,CAS,BOT
Nyctaginaceae,Abronia ameliae,26.926476,-97.616195,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia ameliae,NA,NA,5/11/1969,ARIZ,NA,NA
Nyctaginaceae,Abronia ameliae,26.85908333,-98.37652778,3/21/2007,TEX,TEX,TEX
Nyctaginaceae,Abronia ameliae,NA,NA,5/1/1969,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia ameliae,26.396343,-98.18482,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia ameliae,NA,NA,2/29/1944,ARIZ,NA,NA
Nyctaginaceae,Abronia ameliae,27.427354,-97.661874,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia ameliae,NA,NA,2/1/1944,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia ameliae,27.048922,-98.678037,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia ameliae,26.574537,-98.73328,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia ameliae,28.351117,-98.126619,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia ameliae,27.041691,-98.211783,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia ameliae,NA,NA,3/19/1942,GBIF,S,S-Vascular
Nyctaginaceae,Abronia ameliae,NA,NA,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia ammophila,NA,NA,1899-08-23,GBIF,US,Botany
Nyctaginaceae,Abronia ammophila,NA,NA,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia ammophila,42.761068,-109.919619,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia angustifolia,32.2529,-109.832,9/8/1914,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,33.4214,-112.341,6/1/1926,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,31.40833,-106.46666,10/28/1972,MO,MO,NA
Nyctaginaceae,Abronia angustifolia,33.0767,-111.7393,3/1/1902,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,31.76932,-106.241145,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia angustifolia,NA,NA,NA,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,NA,NA,4/22/1936,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,33.6981,-112.2921,3/30/1930,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,6/21/1960,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,4/16/1927,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,4/22/1936,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,33.342656,-112.490919,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia angustifolia,32.05467,-104.46183,5/1/2005,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,NA,NA,10/4/1903,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,33.17969,-109.86059,4/1/1936,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,32.8492,-109.7593,8/1/1908,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,4/12/1969,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,8/30/1975,MO,MO,NA
Nyctaginaceae,Abronia angustifolia,32.55894764,-104.4211759,5/26/1982,GBIF,UNM,Herb
Nyctaginaceae,Abronia angustifolia,NA,NA,10/10/1935,MO,MO,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,6/29/1918,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,32.2529,-109.832,9/1/1914,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,32.35279863,-106.8302999,1897-06-15,GBIF,US,Botany
Nyctaginaceae,Abronia angustifolia,NA,NA,5/12/1936,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,32.345226,-106.83238,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia angustifolia,33.34121,-112.59918,4/1/1998,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,32.350178,-96.793045,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia angustifolia,33.0882,-111.73682,4/1/1998,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,33.6981,-112.2921,3/1/1930,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,NA,NA,6/10/1969,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,6/29/1910,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,10/1/1903,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,35.835573,-111.768163,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia angustifolia,NA,NA,5/1/1968,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,31.321483,-103.682964,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia angustifolia,33.87658,-106.46781,5/12/2007,GBIF,NMC,Herb
Nyctaginaceae,Abronia angustifolia,NA,NA,5/1/1975,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,33.4147,-111.909,NA,GBIF,ASU,ASUPlants
Nyctaginaceae,Abronia angustifolia,NA,NA,6/1/1981,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,NA,NA,NA,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,31.2419,-105.793,4/24/2004,GBIF,ASU,ASUPlants
Nyctaginaceae,Abronia angustifolia,33.17969,-109.86059,5/1/1936,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,NA,NA,5/30/1936,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,33.5539,-111.62569,3/1/1962,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,NA,NA,6/1/1969,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,NA,NA,5/14/1936,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,5/5/1968,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,32.764761,-113.897214,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia angustifolia,NA,NA,4/25/1937,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,32.13944,-109.84611,6/1/1960,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,NA,NA,4/1/1938,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,NA,NA,5/1/1968,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,NA,NA,5/1/1963,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,NA,NA,4/1/1937,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,33.8642,-111.4676,4/2/1960,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,32.35279863,-106.8302999,1897-07-16,GBIF,US,Botany
Nyctaginaceae,Abronia angustifolia,33.54528,-111.64806,4/1/1969,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,32.8125,-109.63333,6/1/1910,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,31.28333,-106.5,9/14/1976,MO,MO,NA
Nyctaginaceae,Abronia angustifolia,32.51452,-109.44583,5/1/1936,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,32.61368679,-105.7380371,10/28/1992,MO,MO,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,5/5/1968,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,33.4148,-111.9093,4/15/1935,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,4/2/1998,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,4/1/1936,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,NA,NA,1884-04-16,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,4/30/1938,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,3/22/1962,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,5/1/1968,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,32.35279863,-106.8302999,1897-07-16,GBIF,US,Botany
Nyctaginaceae,Abronia angustifolia,32.8492,-109.7593,8/1/1905,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,32.10396,-111.814821,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia angustifolia,29.998304,-104.229258,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia angustifolia,32.8492,-109.7593,8/1/1908,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,33.4214,-112.341,6/30/1926,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,31.452136,-105.374221,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia angustifolia,NA,NA,5/1/1968,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,33.0767,-111.7393,4/1/1926,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,33.3712,-112.377,2/25/1973,GBIF,ASU,ASUPlants
Nyctaginaceae,Abronia angustifolia,NA,NA,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia angustifolia,NA,NA,4/20/1938,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,4/2/1998,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,NA,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,4/1/1938,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,32.8125,-109.63333,6/1/1918,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,NA,NA,5/2/1963,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,5/4/1968,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,33.4428,-112.7555,4/8/1982,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,7/11/1976,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,32.8492,-109.7593,4/1/1905,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,NA,NA,5/1/1936,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,NA,NA,5/4/1968,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,31.3333333,-113.6166667,3/15/1983,MO,MO,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,7/1/1976,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,33.28612,-112.58306,4/1/1998,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,NA,NA,4/3/1935,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,1884-04-01,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,NA,NA,6/21/1981,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,33.4484,-112.074,3/5/1926,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,32.909084,-111.346897,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia angustifolia,NA,NA,4/14/1942,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,4/1/1998,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,NA,NA,4/30/1938,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,32.936517,-109.891347,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia angustifolia,32.8492,-109.7593,4/14/1905,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,1887-05-11,MO,MO,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,5/12/1936,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,5/4/1968,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,33.0767,-111.7393,4/24/1926,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,4/1/1938,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,33.4148,-111.9093,4/1/1935,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,NA,NA,4/1/1942,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,33.4484,-112.074,6/1/1917,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,NA,NA,NA,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,NA,NA,6/1/1979,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,33.8642,-111.4676,4/1/1960,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,NA,NA,4/11/1998,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,5/23/2005,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,31.890821,-109.736956,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia angustifolia,29.807048,-103.245707,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia angustifolia,NA,NA,4/2/1998,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,33.4484,-112.074,6/5/1917,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,5/1/1936,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,NA,NA,10/16/1936,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,1897-07-16,MO,MO,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,5/24/1991,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,9/10/1935,MO,MO,NA
Nyctaginaceae,Abronia angustifolia,32.622624,-105.726123,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia angustifolia,33.0767,-111.7393,3/21/1902,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,31.445363,-104.523738,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia angustifolia,NA,NA,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia angustifolia,33.4483,-112.073,6/5/1917,GBIF,ASU,ASUPlants
Nyctaginaceae,Abronia angustifolia,NA,NA,5/1/1968,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,33.20272,-110.25065,4/1/1935,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,32.8492,-109.7593,8/25/1905,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,33.4484,-112.074,3/1/1926,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,NA,NA,6/1/1979,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,10/1/1936,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,31.18333,-105.73333,9/18/1991,MO,MO,NA
Nyctaginaceae,Abronia angustifolia,33.4428,-112.7555,4/1/1982,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,31.8,-107.35,6/10/1992,GBIF,SNM,Herb
Nyctaginaceae,Abronia angustifolia,33.68698,-112.29675,4/1/1927,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia angustifolia,NA,NA,5/8/1975,ARIZ,NA,NA
Nyctaginaceae,Abronia angustifolia,NA,NA,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia angustifolia,NA,NA,5/5/1901,MO,MO,NA
Nyctaginaceae,Abronia argillosa,38.933,-109.35,5/5/1985,NY,NY,Herbarium
Nyctaginaceae,Abronia argillosa,39.021885,-108.468152,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia argillosa,40.125578,-109.51832,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia argillosa,39.02,-109.36,4/19/1994,GBIF,USU,UTC
Nyctaginaceae,Abronia argillosa,39.975262,-108.199107,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia argillosa,NA,NA,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia argillosa,39.6,-108.95,6/12/1984,GBIF,USU,UTC
Nyctaginaceae,Abronia argillosa,39.25225,-108.9006944,6/13/2005,NY,NY,Herbarium
Nyctaginaceae,Abronia argillosa,NA,NA,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia argillosa,38.993569,-109.559034,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia argillosa,38.97,-109.25,6/17/1995,GBIF,USU,UTC
Nyctaginaceae,Abronia bigelovii,35.56513149,-106.8602798,8/22/1996,GBIF,UNM,Herb
Nyctaginaceae,Abronia bigelovii,35.54302585,-106.8319138,8/30/1979,GBIF,UNM,Herb
Nyctaginaceae,Abronia bigelovii,35.38193467,-106.3595382,8/4/1991,GBIF,UNM,Herb
Nyctaginaceae,Abronia bigelovii,35.68543575,-106.8728472,5/6/1995,GBIF,UNM,Herb
Nyctaginaceae,Abronia bigelovii,35.56063398,-106.9480836,6/20/1979,GBIF,UNM,Herb
Nyctaginaceae,Abronia bigelovii,35.547,-106.863,6/1/1982,GBIF,NMC,Herb
Nyctaginaceae,Abronia bigelovii,35.48411845,-106.1783943,8/2/1979,GBIF,UNM,Herb
Nyctaginaceae,Abronia bigelovii,35.525,-106.79,8/16/2001,MO,NA,NA
Nyctaginaceae,Abronia bigelovii,35.58796676,-107.2105513,5/4/1995,GBIF,UNM,Herb
Nyctaginaceae,Abronia bigelovii,36.509143,-106.697088,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia bigelovii,35.38816233,-106.3505779,8/7/1981,GBIF,UNM,Herb
Nyctaginaceae,Abronia bigelovii,36.39,-106.5,5/25/2005,GBIF,NMC,Herb
Nyctaginaceae,Abronia bigelovii,36.36,-106.52,8/12/2005,GBIF,NMC,Herb
Nyctaginaceae,Abronia bigelovii,NA,NA,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia bigelovii,35.687899,-106.848434,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia bigelovii,35.54096628,-106.8093802,5/2/1995,GBIF,UNM,Herb
Nyctaginaceae,Abronia bigelovii,35.508155,-105.978176,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia bigelovii,35.61760611,-107.0963532,5/5/1995,GBIF,UNM,Herb
Nyctaginaceae,Abronia bigelovii,35.6588,-106.89498,9/4/2002,GBIF,NMC,Herb
Nyctaginaceae,Abronia bigelovii,35.729,-106.9422,6/1/2004,GBIF,UNM,Herb
Nyctaginaceae,Abronia bigelovii,36.17707836,-106.5441588,6/9/1998,GBIF,UNM,Herb
Nyctaginaceae,Abronia bolackii,36.81831,-108.35319,5/14/2004,GBIF,UNM,Herb
Nyctaginaceae,Abronia bolackii,36.74140191,-108.3508661,5/12/1994,GBIF,UNM,Herb
Nyctaginaceae,Abronia bolackii,36.67438889,-108.1476111,5/18/2000,NY,NY,Herbarium
Nyctaginaceae,Abronia bolackii,36.6744445,-108.1475,5/18/2000,MO,MO,NA
Nyctaginaceae,Abronia bolackii,36.67439,-108.14761,5/18/2000,GBIF,UNM,Herb
Nyctaginaceae,Abronia bolackii,36.67438889,-108.1476111,5/18/2000,GBIF,Harvard University,GH
Nyctaginaceae,Abronia carnea,35.38362,-109.488456,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia carnea,32.936517,-109.891347,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia carnea,31.890821,-109.736956,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia carnea,37.87355,-111.438826,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia carnea,NA,NA,1853-01-01,MO,MO,NA
Nyctaginaceae,Abronia carnea,40.125578,-109.51832,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia carnea,NA,NA,1/1/1912,MO,MO,NA
Nyctaginaceae,Abronia carnea,NA,NA,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia carnea,NA,NA,7/18/1975,MO,MO,NA
Nyctaginaceae,Abronia carnea,34.016437,-106.934282,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia carnea,36.512598,-108.323153,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia carnea,32.350178,-96.793045,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia carnea,32.729422,-108.379315,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia carnea,35.387551,-110.319661,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia carnea,35.582671,-108.259921,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia carnea,37.335739,-108.595519,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia carnea,NA,NA,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia carnea,35.835573,-111.768163,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia carnea,37.631161,-109.805024,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia carnea,NA,NA,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia carnea,37.292567,-111.893833,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia carnea,NA,NA,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia carnea,33.185081,-109.232988,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia carnea,NA,NA,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia carnea,36.509143,-106.697088,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia carnea,32.35279863,-106.8302999,1897-06-23,GBIF,US,Botany
Nyctaginaceae,Abronia carnea,35.687899,-106.848434,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia carnea,32.345226,-106.83238,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia crux-maltae,41.09,-117.7,6/13/1967,GBIF,USU,UTC
Nyctaginaceae,Abronia crux-maltae,NA,NA,6/1/1967,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia crux-maltae,NA,NA,5/25/1970,ARIZ,NA,NA
Nyctaginaceae,Abronia crux-maltae,38.99,-119.3,5/12/2004,GBIF,USU,UTC
Nyctaginaceae,Abronia crux-maltae,40.634414,-119.684644,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia crux-maltae,38.85,-118.67,5/7/1981,GBIF,USU,UTC
Nyctaginaceae,Abronia crux-maltae,41.411069,-118.1169,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia crux-maltae,39.29,-119.53,5/13/1979,GBIF,USU,UTC
Nyctaginaceae,Abronia crux-maltae,38.84,-119.28,6/10/1980,GBIF,USU,UTC
Nyctaginaceae,Abronia crux-maltae,38.06,-117.5,6/2/1945,GBIF,USU,UTC
Nyctaginaceae,Abronia crux-maltae,41.08,-117.7,6/10/1978,GBIF,USU,UTC
Nyctaginaceae,Abronia crux-maltae,NA,NA,5/1/1937,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia crux-maltae,38.916313,-119.613672,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia crux-maltae,38.99402778,-119.3081944,5/12/2004,NY,NY,Herbarium
Nyctaginaceae,Abronia crux-maltae,39.25,-119.57,6/8/1980,GBIF,USU,UTC
Nyctaginaceae,Abronia crux-maltae,NA,NA,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia crux-maltae,38.93,-118.13,4/18/1997,GBIF,USU,UTC
Nyctaginaceae,Abronia crux-maltae,40.96,-117.82,5/25/1970,GBIF,USU,UTC
Nyctaginaceae,Abronia crux-maltae,39.148328,-119.743243,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia crux-maltae,41.131015,-115.354139,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia crux-maltae,38.97,-119.7,6/21/1997,GBIF,USU,UTC
Nyctaginaceae,Abronia crux-maltae,NA,NA,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia crux-maltae,NA,NA,5/1/1936,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia crux-maltae,39.012903,-119.192374,NA,GBIF,USDA NRCS,USDA Plants
Nyctaginaceae,Abronia crux-maltae,39.89,-119.32,5/2/1978,GBIF,USU,UTC
Nyctaginaceae,Abronia crux-maltae,NA,NA,5/1/1969,GBIF,Herbarium,ARIZ
Nyctaginaceae,Abronia crux-maltae,40.22,-119.84,5/21/2003,NY,NY,Herbarium
Nyctaginaceae,Abronia crux-maltae,41.1064667,-117.7004056,5/24/1959,NY,NY,Herbarium
Nyctaginaceae,Abronia crux-maltae,38.932833,-118.133667,4/18/1997,NY,NY,Herbarium
Nyctaginaceae,Abronia crux-maltae,38.228722,-117.340694,5/6/2010,NY,NY,Herbarium
Nyctaginaceae,Abronia crux-maltae,NA,NA,5/30/1969,ARIZ,NA,NA
Nyctaginaceae,Abronia crux-maltae,38.95167,-118.81083,5/13/1942,NY,NY,Herbarium
Nyctaginaceae,Abronia crux-maltae,NA,NA,6/19/1969,ARIZ,NA,NA
Nyctaginaceae,Abronia crux-maltae,NA,NA,5/30/1936,ARIZ,NA,NA
Nyctaginaceae,Abronia crux-maltae,NA,NA,5/19/2008,ARIZ,NA,NA
Nyctaginaceae,Abronia crux-maltae,41.1206278,-117.69635,6/4/1937,NY,NY,Herbarium
Nyctaginaceae,Abronia crux-maltae,39.1960277,-119.6962222,5/19/2008,MO,"ARIZ, ASC, B, BRIT, BRY, C, CAS, COLO, G, GH, ID, K, LE, MEXU, MO, MONTU, MT, NMC, NY, OSC, P, RENO, RM, RSA, TEX, UC, UNLV, UNM, US, UT, UTC, WTU, Z",NA
Nyctaginaceae,Abronia crux-maltae,39.23,-119.59,5/17/1998,GBIF,USU,UTC
Nyctaginaceae,Abronia crux-maltae,NA,NA,6/1/1937,GBIF,Herbarium,ARIZ
